מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,אדם,NN
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,אחר,JJ
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,גרם,VB
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,ל,IN
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,הוא,S_PRN
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,ל,PREPOSITION
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,ה,DEF
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,חוש,NN
מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,בושה,VB
מי שהעלה חרס בידו נחל כישלון,מי,QW
מי שהעלה חרס בידו נחל כישלון,ש,REL
מי שהעלה חרס בידו נחל כישלון,העלה,VB
מי שהעלה חרס בידו נחל כישלון,חרס,NN
מי שהעלה חרס בידו נחל כישלון,ב,PREPOSITION
מי שהעלה חרס בידו נחל כישלון,ידו,NN
מי שהעלה חרס בידו נחל כישלון,נחל,VB
מי שהעלה חרס בידו נחל כישלון,כישלון,NN
את תכניתו של המחזאי ניתן לראות על הבמה,את,AT
את תכניתו של המחזאי ניתן לראות על הבמה,תכניתו,NN
את תכניתו של המחזאי ניתן לראות על הבמה,של,POS
את תכניתו של המחזאי ניתן לראות על הבמה,ה,DEF
את תכניתו של המחזאי ניתן לראות על הבמה,מחזאי,NN
את תכניתו של המחזאי ניתן לראות על הבמה,ניתן,MD
את תכניתו של המחזאי ניתן לראות על הבמה,לראות,VB
את תכניתו של המחזאי ניתן לראות על הבמה,על,IN
את תכניתו של המחזאי ניתן לראות על הבמה,ה,DEF
את תכניתו של המחזאי ניתן לראות על הבמה,במה,NN
את תכניתו של האדריכל ניתן לראות על הקרקע,את,AT
את תכניתו של האדריכל ניתן לראות על הקרקע,תכניתו,NN
את תכניתו של האדריכל ניתן לראות על הקרקע,של,POS
את תכניתו של האדריכל ניתן לראות על הקרקע,ה,DEF
את תכניתו של האדריכל ניתן לראות על הקרקע,אדריכל,NN
את תכניתו של האדריכל ניתן לראות על הקרקע,ניתן,MD
את תכניתו של האדריכל ניתן לראות על הקרקע,לראות,VB
את תכניתו של האדריכל ניתן לראות על הקרקע,על,IN
את תכניתו של האדריכל ניתן לראות על הקרקע,ה,DEF
את תכניתו של האדריכל ניתן לראות על הקרקע,קרקע,NN
אקווריום הוא כלי מלא מים המשמש לגידול דגים,אקווריום,NN
אקווריום הוא כלי מלא מים המשמש לגידול דגים,הוא,COP
אקווריום הוא כלי מלא מים המשמש לגידול דגים,כלי,NN
אקווריום הוא כלי מלא מים המשמש לגידול דגים,מלא,JJ
אקווריום הוא כלי מלא מים המשמש לגידול דגים,מ,PREPOSITION
אקווריום הוא כלי מלא מים המשמש לגידול דגים,ים,NNT
אקווריום הוא כלי מלא מים המשמש לגידול דגים,ה,DEF
אקווריום הוא כלי מלא מים המשמש לגידול דגים,משמש,NN
אקווריום הוא כלי מלא מים המשמש לגידול דגים,ל,PREPOSITION
אקווריום הוא כלי מלא מים המשמש לגידול דגים,ה,DEF
אקווריום הוא כלי מלא מים המשמש לגידול דגים,גידול,NN
אקווריום הוא כלי מלא מים המשמש לגידול דגים,דגים,BN
מזווה הוא חדר או ארון לאחסון מזון,מזווה,NN
מזווה הוא חדר או ארון לאחסון מזון,הוא,COP
מזווה הוא חדר או ארון לאחסון מזון,חדר,NN
מזווה הוא חדר או ארון לאחסון מזון,או,CC
מזווה הוא חדר או ארון לאחסון מזון,ארון,VB
מזווה הוא חדר או ארון לאחסון מזון,ל,PREPOSITION
מזווה הוא חדר או ארון לאחסון מזון,ה,DEF
מזווה הוא חדר או ארון לאחסון מזון,אחסון,NN
מזווה הוא חדר או ארון לאחסון מזון,מזון,NN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,אבוס,NN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,הוא,COP
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,מתקן,NN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,ש,REL
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,מניחים,BN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,ב,IN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,הוא,S_PRN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,חציר,NN
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,ל,PREPOSITION
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,בעלי,NNT
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,ה,DEF
אבוס הוא מתקן שמניחים בו חציר לבעלי החיים,חיים,NN
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,עציץ,NN
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,הוא,COP
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,כלי,NN
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,מלא,JJ
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,אדמה,VB
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,ה,DEF
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,משמש,NN
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,ל,PREPOSITION
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,ה,DEF
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,גידול,NN
עציץ הוא כלי מלא אדמה המשמש לגידול צמחים,צמחים,NN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,אח,NN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,הוא,COP
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,תנור,NN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,ב,IN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,הוא,S_PRN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,מדליקים,BN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,אש,NN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,אשר,CC
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,מחממת,BN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,את,AT
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,ה,DEF
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,בית,NN
ריאה הוא איבר המתמלא באוויר,ריאה,NN
ריאה הוא איבר המתמלא באוויר,הוא,COP
ריאה הוא איבר המתמלא באוויר,איבר,NN
ריאה הוא איבר המתמלא באוויר,ה,REL
ריאה הוא איבר המתמלא באוויר,מתמלא,BN
ריאה הוא איבר המתמלא באוויר,ב,PREPOSITION
ריאה הוא איבר המתמלא באוויר,ה,DEF
ריאה הוא איבר המתמלא באוויר,אוויר,NN
הדם זורם ללב דרך הוריד,ה,DEF
הדם זורם ללב דרך הוריד,דם,NN
הדם זורם ללב דרך הוריד,זורם,VB
הדם זורם ללב דרך הוריד,ל,PREPOSITION
הדם זורם ללב דרך הוריד,ה,DEF
הדם זורם ללב דרך הוריד,לב,NN
הדם זורם ללב דרך הוריד,דרך,IN
הדם זורם ללב דרך הוריד,ה,DEF
הדם זורם ללב דרך הוריד,וריד,NN
פה הוא איבר שנוצר בו רוק,פה,RB
פה הוא איבר שנוצר בו רוק,הוא,PRP
פה הוא איבר שנוצר בו רוק,איבר,NN
פה הוא איבר שנוצר בו רוק,ש,REL
פה הוא איבר שנוצר בו רוק,נוצר,VB
פה הוא איבר שנוצר בו רוק,ב,IN
פה הוא איבר שנוצר בו רוק,הוא,S_PRN
פה הוא איבר שנוצר בו רוק,רוק,NN
קיבה היא איבר המתמלא  במזון,קיבה,NN
קיבה היא איבר המתמלא  במזון,היא,COP
קיבה היא איבר המתמלא  במזון,איבר,NN
קיבה היא איבר המתמלא  במזון,ה,DEF
קיבה היא איבר המתמלא  במזון,מתמלא,BN
קיבה היא איבר המתמלא  במזון,ב,PREPOSITION
קיבה היא איבר המתמלא  במזון,ה,DEF
קיבה היא איבר המתמלא  במזון,מזון,NN
אוזן היא איבר שבאמצעותו שומעים רעש,אוזן,NN
אוזן היא איבר שבאמצעותו שומעים רעש,היא,COP
אוזן היא איבר שבאמצעותו שומעים רעש,איבר,NN
אוזן היא איבר שבאמצעותו שומעים רעש,ש,REL
אוזן היא איבר שבאמצעותו שומעים רעש,באמצעות,IN
אוזן היא איבר שבאמצעותו שומעים רעש,הוא,S_PRN
אוזן היא איבר שבאמצעותו שומעים רעש,שומעים,BN
אוזן היא איבר שבאמצעותו שומעים רעש,רעש,NN
צורף הכין דבר מה שאותו ענד אדם אחר,צורף,NN
צורף הכין דבר מה שאותו ענד אדם אחר,הכין,VB
צורף הכין דבר מה שאותו ענד אדם אחר,דבר,NN
צורף הכין דבר מה שאותו ענד אדם אחר,מה,QW
צורף הכין דבר מה שאותו ענד אדם אחר,ש,REL
צורף הכין דבר מה שאותו ענד אדם אחר,את,AT
צורף הכין דבר מה שאותו ענד אדם אחר,הוא,S_PRN
צורף הכין דבר מה שאותו ענד אדם אחר,ענד,VB
צורף הכין דבר מה שאותו ענד אדם אחר,אדם,NN
צורף הכין דבר מה שאותו ענד אדם אחר,אחר,JJ
ייתכן כי פסל גילף את עבודתו כדי להכינה,ייתכן,MD
ייתכן כי פסל גילף את עבודתו כדי להכינה,כי,CC
ייתכן כי פסל גילף את עבודתו כדי להכינה,פסל,NN
ייתכן כי פסל גילף את עבודתו כדי להכינה,גילף,VB
ייתכן כי פסל גילף את עבודתו כדי להכינה,את,AT
ייתכן כי פסל גילף את עבודתו כדי להכינה,עבודתו,NN
ייתכן כי פסל גילף את עבודתו כדי להכינה,כדי,IN
ייתכן כי פסל גילף את עבודתו כדי להכינה,להכינה,VB
גנן שתל דבר מה שבסופו של דבר פרח,גנן,NNT
גנן שתל דבר מה שבסופו של דבר פרח,שתל,NNT
גנן שתל דבר מה שבסופו של דבר פרח,דבר,NN
גנן שתל דבר מה שבסופו של דבר פרח,מה,QW
גנן שתל דבר מה שבסופו של דבר פרח,ש,REL
גנן שתל דבר מה שבסופו של דבר פרח,ב,PREPOSITION
גנן שתל דבר מה שבסופו של דבר פרח,סופו,NN
גנן שתל דבר מה שבסופו של דבר פרח,של,POS
גנן שתל דבר מה שבסופו של דבר פרח,דבר,NN
גנן שתל דבר מה שבסופו של דבר פרח,פרח,VB
סופר הכין דבר מה שאותו קרא אדם אחר,סופר,NNP
סופר הכין דבר מה שאותו קרא אדם אחר,הכין,VB
סופר הכין דבר מה שאותו קרא אדם אחר,דבר,NN
סופר הכין דבר מה שאותו קרא אדם אחר,מה,QW
סופר הכין דבר מה שאותו קרא אדם אחר,ש,REL
סופר הכין דבר מה שאותו קרא אדם אחר,את,AT
סופר הכין דבר מה שאותו קרא אדם אחר,הוא,S_PRN
סופר הכין דבר מה שאותו קרא אדם אחר,קרא,VB
סופר הכין דבר מה שאותו קרא אדם אחר,אדם,NN
סופר הכין דבר מה שאותו קרא אדם אחר,אחר,JJ
רופא מטפל במי שחלה,רופא,NN
רופא מטפל במי שחלה,מטפל,BN
רופא מטפל במי שחלה,ב,PREPOSITION
רופא מטפל במי שחלה,מי,QW
רופא מטפל במי שחלה,ש,REL
רופא מטפל במי שחלה,חלה,VB
 מי שהקיץ הפך להיות ער,מי,QW
 מי שהקיץ הפך להיות ער,ש,REL
 מי שהקיץ הפך להיות ער,ה,DEF
 מי שהקיץ הפך להיות ער,קיץ,NN
 מי שהקיץ הפך להיות ער,הפך,VB
 מי שהקיץ הפך להיות ער,ל,PREPOSITION
 מי שהקיץ הפך להיות ער,היות,NN
 מי שהקיץ הפך להיות ער,ער,JJ
מי שנעלב עלול להגיע למצב שבו הוא בוכה,מי,QW
מי שנעלב עלול להגיע למצב שבו הוא בוכה,ש,REL
מי שנעלב עלול להגיע למצב שבו הוא בוכה,נעלב,BN
מי שנעלב עלול להגיע למצב שבו הוא בוכה,עלול,MD
מי שנעלב עלול להגיע למצב שבו הוא בוכה,להגיע,VB
מי שנעלב עלול להגיע למצב שבו הוא בוכה,ל,PREPOSITION
מי שנעלב עלול להגיע למצב שבו הוא בוכה,מצב,NN
מי שנעלב עלול להגיע למצב שבו הוא בוכה,ש,REL
מי שנעלב עלול להגיע למצב שבו הוא בוכה,ב,IN
מי שנעלב עלול להגיע למצב שבו הוא בוכה,הוא,S_PRN
מי שנעלב עלול להגיע למצב שבו הוא בוכה,הוא,PRP
מי שנעלב עלול להגיע למצב שבו הוא בוכה,בוכה,BN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,הפשיר,VB
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,הוא,COP
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,מה,QW
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ש,REL
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,שינה,VB
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,את,AT
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,מצב,NNT
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ה,DEF
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,צבירה,NN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,של,POS
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,הוא,S_PRN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ל,PREPOSITION
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ה,DEF
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,נוזל,NN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ו,CONJ
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,מתאדה,BN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,הוא,COP
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,מה,QW
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ש,REL
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,שינה,VB
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,את,AT
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,מצב,NNT
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ה,DEF
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,צבירה,NN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,של,POS
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,הוא,S_PRN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,מ,PREPOSITION
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,נוזל,NN
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ל,PREPOSITION
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,ה,DEF
הפשיר הוא מה ששינה את מצב הצבירה שלו לנוזל ומתאדה הוא מה ששינה את מצב הצבירה שלו מנוזל לגז,גז,NN
מי שהמריא הפך להיות טס,מי,QW
מי שהמריא הפך להיות טס,ש,REL
מי שהמריא הפך להיות טס,המריא,VB
מי שהמריא הפך להיות טס,הפך,NN
מי שהמריא הפך להיות טס,ל,PREPOSITION
מי שהמריא הפך להיות טס,ה,DEF
מי שהמריא הפך להיות טס,היות,NN
מי שהמריא הפך להיות טס,טס,VB
נטף היא מילה נרדפת לזב,נטף,NN
נטף היא מילה נרדפת לזב,היא,COP
נטף היא מילה נרדפת לזב,מילה,NN
נטף היא מילה נרדפת לזב,נרדפת,BN
נטף היא מילה נרדפת לזב,ל,PREPOSITION
נטף היא מילה נרדפת לזב,ה,DEF
נטף היא מילה נרדפת לזב,זב,BN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,יער,NN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,הוא,COP
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,שטח,NN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,ה,REL
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,מכוסה,BN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,עצים,NN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,ו,CONJ
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,קרחת,NNT
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,יער,NN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,היא,COP
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,ש,REL
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,טח,VB
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,ללא,IN
יער הוא שטח המכוסה עצים וקרחת יער היא שטח ללא עצים,עצים,NN
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,ים,NN
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,הוא,COP
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,מרחב,NN
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,גדול,JJ
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,של,POS
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,מים,NN
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,ו,CONJ
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,אי,P
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,הוא,PRP
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,שטח,VB
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,ללא,IN
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,מים,NN
בשמיים מרחפים עננים (ענן),ב,PREPOSITION
בשמיים מרחפים עננים (ענן),שמיים,NN
בשמיים מרחפים עננים (ענן),מרחפים,BN
בשמיים מרחפים עננים (ענן),עננים,NN
בשמיים מרחפים עננים (ענן),(ענן),NNP
רכס הוא שרשרת של הר,רכס,NN
רכס הוא שרשרת של הר,הוא,COP
רכס הוא שרשרת של הר,שרשרת,NN
רכס הוא שרשרת של הר,של,POS
רכס הוא שרשרת של הר,הר,NN
בריכה מכילה מים,בריכה,NN
בריכה מכילה מים,מכילה,BN
בריכה מכילה מים,מים,NN
פירושה של המילה הנה הוא לכאן,פירושה,NN
פירושה של המילה הנה הוא לכאן,של,POS
פירושה של המילה הנה הוא לכאן,ה,DEF
פירושה של המילה הנה הוא לכאן,מילה,NN
פירושה של המילה הנה הוא לכאן,הנה,COP
פירושה של המילה הנה הוא לכאן,הוא,COP
פירושה של המילה הנה הוא לכאן,לכאן,RB
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,פירושה,NN
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,של,POS
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ה,DEF
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,מילה,NN
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,אחורה,RB
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,הוא,COP
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ל,PREPOSITION
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ה,DEF
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,אחור.,NN
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,כלומר,CC
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ל,PREPOSITION
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ה,DEF
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,כיוון,NN
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ה,DEF
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,הפוך,JJ
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,מ,PREPOSITION
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,ה,DEF
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,חזית,NN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,בתוך,IN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,היא,COP
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,מילת,NNT
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,יחס,NN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,ה,REL
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,מתארת,BN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,דבר,NN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,אשר,CC
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,נמצא,BN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,ב,PREPOSITION
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,פנים,NN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,של,POS
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,דבר,NN
בתוך היא מילת יחס המתארת דבר אשר נמצא בפנים של דבר אחר,אחר,JJ
מתחת היא מילה נרדפת למילה תחת,מתחת,IN
מתחת היא מילה נרדפת למילה תחת,היא,COP
מתחת היא מילה נרדפת למילה תחת,מילה,NN
מתחת היא מילה נרדפת למילה תחת,נרדפת,BN
מתחת היא מילה נרדפת למילה תחת,ל,PREPOSITION
מתחת היא מילה נרדפת למילה תחת,ה,DEF
מתחת היא מילה נרדפת למילה תחת,מילה,NN
מתחת היא מילה נרדפת למילה תחת,תחת,IN
פירושה של המילה ימינה הוא לימין,פירושה,NN
פירושה של המילה ימינה הוא לימין,של,POS
פירושה של המילה ימינה הוא לימין,ה,DEF
פירושה של המילה ימינה הוא לימין,מילה,NN
פירושה של המילה ימינה הוא לימין,ימינה,RB
פירושה של המילה ימינה הוא לימין,הוא,COP
פירושה של המילה ימינה הוא לימין,ל,PREPOSITION
פירושה של המילה ימינה הוא לימין,ה,DEF
פירושה של המילה ימינה הוא לימין,ימין,NN
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,להשחיז,VB
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,היא,COP
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,פעולה,NN
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,ה,DEF
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,מיועדת,JJ
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,לשפר,VB
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,את,AT
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,ה,DEF
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,תפקוד,NN
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,של,POS
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,מה,QW
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,ש,REL
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,מ,PREPOSITION
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,יועדלחתוך,NNP
להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,(סכין).,NNP
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,ל,PREPOSITION
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,חמש,CDT
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,היא,COP
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,פעולה,NN
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,ה,DEF
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,מיועדת,JJ
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,ל,PREPOSITION
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,שפא,NNP
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,את,AT
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,ה,DEF
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,תפקוד,NN
לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,של,POS
