id,year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases,split
13Feba6,13-Feb,a,NITE,6,פשט יד:נדיבות,אדפ שפשט ידו ציפה לנדיבות מצד אדם אחר,הודה:כנות,,פקד:צייתנות,אדם שפקד ציפה לצייתנות מצד אדם אחר,התיידד:חברות,,התעייף:ערנות,,2,0,1,train
15Sepb3,15-Sep,b,NITE,3,נחיל:כנף,נחיל מורכב מהרבה בעלי כנף,צי:מפרש,צי מורכב מהרבה בעלי מפרש,ועידה:ציר,ועידה מורכבת מהרבה צירים,תזמורת:כינור,בתזמורת יש גם כינור,עלווה:ענף,עלווה מכסה את הענף,1,0,0,train
16Deca2,16-Dec,a,NITE,2,ישים:ליישם,ישים הוא דבר מה שניתן ליישם אותו,נצחי:להנציח,להנציח משהו זה להפוך אותו לנצחי,אכיל:לאכול,אכיל הוא דבר מה שניתן לאכול אותו,תובעני:לתבוע,משהו תובעני הוא משהו שהולך לתבוע מאמץ רב ממי שינסה להשיגו,מפתיע:להפתיע,כדי להפתיע מישהו צריך לעשות משהו מפתיע,2,0,0,train
12Deca4,12-Dec,a,NITE,4,דק:דקיק.,דקיק זה דק מאוד,כעוס:כעסן,,חמוץ:חמצמץ,,תקֵף:בר-תוקף,,ישָׁן:ישן נושן,ישן נושן זה ישן מאוד,4,1,0,train
SU21a1,SU21,a,NITE,1,הרמת ידיים:כניעה,הרמת ידיים היא פעולה המבטאת כניעה,הנהון:הסכמה,הנהון היא פעולה המבטאת הסכמה,פיהוק:שינה,פיהוק הוא פעולה שמבטאת עייפות וצורך בשינה,עיטוש:הצטננות,עיטוש הוא תסמין לכך שלמישהו יש הצטננות,חיוך:שמחה,חיוך הוא הבעת פנים המעידה על שמחה,1,0,1,train
FA21a5,FA21,a,NITE,5,אופי:עמדו על טיבו,עמדו על טיבו משמע חקרו והבינו את האופי שלו,מקום:איתרוהו,איתרוהו משמע איתרו אותו מצאו את המקום שלו,שם:כינוהו,כינוהו משמע כינו אותו הוסיפו לו שם נוסף,עברה:קונסוהו,קנסוהו משמע קנסו אותו ככל הנראה בשל עברה שביצע,רמז:פתרוהו,פתרוהו משמע פתרו אותו יתכן בסיוע של רמז,1,1,1,train
15Deca1,15-Dec,a,NITE,1,נדיר:תדיר,נדיר הוא שאינו תדיר,חדיש:מיושן,חדיש הוא שאינו מיושן,קר:מופשר,מופשר הוא משהו שעבר תהליך שגרם לו להיות פחות קר,שלם:מורכב,שלם הוא שסך חלקיו הורכבו ועכשיו הוא מורכב,זהיר:מסוכן,זהיר הוא מי שאינו עושה דבר מה מסוכן,1,0,0,train
16Sepa6,16-Sep,a,NITE,6,להעלים עין:רואה,מי שבחר להעלים עין העמיד פנים שאינו רואה,להתפלא:צפוי,להתפלא פירושו להיות מופתע ממשהו לא צפוי,להתחלות:בריא,מי שבחר להתחלות העמיד פנים שאינו בריא,להזדקן:צעיר,להזדקן פירושו להפוך לפחות צעיר,להכחיש:נכון,להכחיש פירושו להגיד על דבר מה שהוא אינו נכון,2,0,0,train
17Jula5,17-Jul,a,NITE,5,תערוכה:מוצג,תערוכה מורכבת ממספר מוצגים,משלחת:שליח,משלחת מורכבת ממספר שליחים,מתפרה:בגד,מתפרה היא בית מלאכה לייצור בגדים,עוגה:פרוסה,עוגה ניתן לחלק לפרוסות,מדשאה:דשא,מדשאה היא אזור המכוסה דשא,1,0,0,train
SP22a5,SP22,a,NITE,5,תחינה:ליבו נכמר,מי שליבו נכמר הגיב בחיוב לפעולת התחינה,תזכורת:נזכר,מי שנזכר הגיב בחיוב לפעולת התזכורת,פשרה:נאבק,מי שנאבק לא הגיע לפשרה,צידוק:הצטדק,מי שהצטדק עשה צידוק עצמי,תשלום:התמקח,מי שהתמקח ניהל משא ומתן על התשלום,1,0,1,train
SP18b3,SP18,b,NITE,3,שנאה:שנאת חינם,שנאת חינם היא שנאה ללא סיבה מוצדקת,האשמה:עלילה,עלילה היא האשמה ללא סיבה מוצדקת,עבודה:בטלה,בטלה היא הימנעות מעבודה,הכנעה:תבוסה,תבוסה יכולה לבוא בעקבות הכנעה,תעתוע:אשליה,אשליה היא תעתוע,1,0,0,train
SP18b1,SP18,b,NITE,1,שפיותו:הטריף את דעתו,אם מישהו הטריף את דעתו של אחר זה אומר שהוא גרם לו לאבד את שפיותו,רצונו:השיב פניו ריקם,אם מישהו השיב פניו ריקם זה אומר שהוא לא עשה כרצונו של אותו אדם,אמונו:איחז את עיניו,אם מישהו איחז את עיניו זה אומר שהוא בגד באמונו של אותו אדם,כבודו:השפילו עד עפר,אם מישהו השפילו עד עפר זה אומר שהוא גרם לו לאבד את כבודו,תקוותו:השליך עליו יהבו,אם מישהו השליך עליו יהבו זה אומר שהוא תלה את תקוותו באותו אדם,3,0,1,train
SP22a3,SP22,a,NITE,3,כרה:בור,כרה פירושו יצר בור,שתל:שתיל,שתל פירושו היא הכניס שתיל לאדמה,האכיל:אוכל,האכיל פירושו נתן לאחר אוכל,צייר:ציור,צייר פירושו יצר ציור,הדביק:דבק,הדביק פירושו חיבר דבר לדבר עם דבק,3,0,0,train
15Jula6,15-Jul,a,NITE,6,חווק:לטפס,חווק הוא חלק מכלי העוזר לטפס,עט:לכתוב,עט הוא כלי שבעזרתו ניתן לכתוב,שן:לסרק,שן היא חלק מכלי העוזר לסרק,זר:לשזור,לשזור זו פעולה המתארת הכנת זר,צל:להאיר,יש להאיר על עצם כלשהו כדי ליצור צל,2,0,0,train
16Sepb2,16-Sep,b,NITE,2,ניחן:סגולה,מי שניחן הוא בעל סגולה כלשהי,מחושל:אופי,מי שמחושל הוא מי שהאופי שלו מגובש וחזק,מבכר:יתרון,מי שמבכר מעניק לדבר מה יתרון על פני דבר מה אחר,נשאל:מענה,מי שנשאל שאלה כלשהי מתבקש לתת מענה,לוקה:פגם,מי שלוקה הוא בעל פגם כלשהו,4,0,0,train
SP22b5,SP22,b,NITE,5,מנומר:חברבורה,חברבורה היא חלק מדבר בעל דפוס מנומר,מכופתר:כפתור,כפתור הוא חלק מפריט שיכול להיות מכופתר,כדורי:כדור,כדור הוא עצם כדורי,פרחוני:פרח,פרח הוא חלק מדבר בעל דפוס פרחוני,מגולען:גלעין,גלעין הוא חלק מפרי שיכול להיות מגולען,3,0,0,train
16Sepb5,16-Sep,b,NITE,5,איכף:לרכוב,מי שאיכף (שם אוכף) הכין את הסוס כך שיהיה ניתן לרכוב עליו,ארז:לנסוע,מי שארז התכונן לנסוע למקום כלשהו,הכתיר:למלוך,מי שהכתיר אדם אחר נתן לו את הסמכות למלוך,הציע:לישון,מי שהציע הכין את המיטה כך שיהיה ניתן לישון עליה,הבריך:לכרוע,מי שהבריך גרם לאדם אחר לכרוע,3,0,0,train
13Jula5,13-Jul,a,NITE,5,מסננת:נוזל,מסננת היא דבר שמאפשר מעבר של נוזל ,שמשה:אור,שמשה היא דבר שמאפשר מעבר של אור,תנור:חום,תנור הוא דבר שמייצר חום,שבשבת:רוח,שבשבת היא דבר המעיד על קיומה של רוח,מעיל:קור,מעיל הוא דבר הנועד למנוע חדירה של קור,1,0,0,train
14Jula5,14-Jul,a,NITE,5,חמשיר:שיר,חמשיר הוא סוג של שיר קצר בעל חמש שורות,קנס:עונש,קנס הוא סוג של עונש,כיסא:שולחן,כיסא ושולחן שניהם רהיטים אך כיסא הוא לא סוג של שולחן,מקטורן:אריג,מקטורן הוא בד העשוי מאריג בד מסוים,תסריט:סרט,תסריט הוא טקסט המותאם ליצירת סרט,1,0,0,train
13Apra5,13-Apr,a,NITE,5,גינה:אחו,שניהם משמשים לאותה המטרה אך בעוד שגינה היא מלאכותית אחו הוא טבעי,ברכת שחייה:אגם,שניהם משמשים לאותה המטרה אך בעוד שברכת שחייה היא מלאכותית אדם הוא טבעי,מדרגות נעות:מעלית,,משׂואה:לפיד,,מעדר:דחפור,,1,0,0,train
16Febb1,16-Feb,b,NITE,1,בכור:צאצא,בכור הוא הצאצא הראשון,קטר:רכבת,קטר הוא הקרון הראשון ברכבת,הדרן:הופעה,הדרן הוא הופעה נוספת שאמן מבצע לבקשת הקהל מעבר לתכנית האמנותית המקורית,יורה:גשם,יורה הוא הגשם הראשון,גג:בית,גג הוא המכסה העליון של הבית,3,0,0,train
FA22a2,FA22,a,NITE,2,רוכסן:תיק,רוכסן הוא מנגנון המשמש לסגירת תיק,כפתור:לולאה,כפתור הוא אביזר המשמש לסגירת בגד ויש להעביר אותו דרך לולאה,דלת:חדר,דלת היא עצם המשמש לסגירת חדר,קוף:המחט,קוף הוא נקב הנמצא בראש המחט ודרכו משחילים את החוט,סורג:חלון,סורג הוא רשת ברזל המותקנת על חלון,2,0,0,train
15Apra5,15-Apr,a,NITE,5,מכשור:מכשיר.,מכשור הוא שם כולל לקבוצה של מכשירים,אוכלוסייה:פרט,אוכלוסייה היא שם כולל לקבוצה של פרטים,תבואה:חיטה,חיטה היא סוג של תבואה,כלבייה:כלב,בכלבייה נמצאים כלבים,משק:צאן,צאן יכול להוות חלק מהמשק אך אינו המרכיב היחיד שלו,1,0,0,train
WIN22b2,WIN22,b,NITE,2,כבד פה:רהיטות,אדם כבד פה מתאפיין בחוסר רהיטות,קל דעת:פזיזות,אדם קל דעת מתאפיין בפזיזות,קל תפיסה:הסבר,אדם קל תפיסה לא יזדקק להסבר,קשה לב:תחנונים,אדם קשה לב לא נענה לתחנונים,קשה עורף:פשרנות,אדם קשה עורף מתאפיין בחוסר פשרנות,4,0,1,train
15Sepa2,15-Sep,a,NITE,2,פר:לנגוח,לנגוח היא הפעולה באמצעותה פר יכול לפגוע,דבורה:לרדות,לרדות היא הפעולה באמצעותה דבורה מפיקה תוצרת,צרעה:לעקוץ,לעקוץ היא הפעולה באמצעותה צרעה יכולה לפגוע,חמור:לנעור,לנעור היא פעולת הפקת הקול של החמור,סוס:לדהור,לדהור היא פעולת התנועה של הסוס,2,0,0,train
17Jula1,17-Jul,a,NITE,1,מקרר:טרי,תפקיד המקרר הוא לשמור על דבר מה טרי,מטרייה:יבש,תפקיד המטריה הוא לשמור על דבר מה יבש,מברק:קצר,מברק הוא הודעה שאורכה קצר,מכבש:סלול,תפקיד המכבש הוא להפוך כביש לסלול,מפסק:חשוך,מפסק יכול להפוך את החדר לחשוך,1,0,0,train
14Deca4,14-Dec,a,NITE,4,מאויש:איש,המצאות של איש במקום כלשהו הופכת אותו למאויש,מקולף:קליפה,מקולף הוא מה שהסירו ממנו את הקליפה,קעור:קערה,עצם קעור הוא בצורת קערה,סָפוּר:מִספר,סָפוּר הוא מה שהעניקו לו מִספר,משולט:שלט,המצאות של שלט במקום כלשהו הופכת או למשולט,4,1,0,train
SP18b5,SP18,b,NITE,5,מסתייע:עוזר,אם אני מסתייע במישהו אחר אז הוא עוזר לי,מסתייג:מסכים,אם אני מסתייג ממישהו אחר אז אני לא מסכים איתו,מתמרד:מורד,אם אני מתמרד במישהו אחר אז אני מורד בו,מתרשם:מרשים,אם אני מתרשם ממישהו אחר אז הוא מרשים אותי,מצטווה:מציית,אם אני מצטווה על ידי מישהו אחר אז אני יכול לציית לו,3,0,0,train
SU19b4,SU19,b,NITE,4,הקיש:הלם,מי שהלם הוא מי שהקיש בחוזקה,ניגר:נקווה,נקווה היא מה שניגר למקום מסוים ונאסף בו,זרם:שצף,שצף הוא מה שזרם בחוזקה,שטף:סחף,סחף הוא מי ששטף  דבר מה למקום אחר,שפך:ניתך,ניתך הוא מה שמישהו אחר שפך אותו,2,0,0,train
WIN22a6,WIN22,a,NITE,6,הורד:העלה,אם דבר מה הורד אז כדי להחזירו למצב הקודם מישהו העלה אותו,הרעיש:הוסה,אם מישהו הוסה זה מכיוון שהוא הרעיש,פישט:סובך,אם משהו סובך אז כדי להחזירו למצב הקודם מישהו פישט אותו,שיפץ:הוחרב,אם משהו הוחרב אז כדי להחזירו למצב הקודם מישהו בנה אותו ולא רק שיפץ,הצליח:הוכשל,אם מישהו הוכשל אז הוא לא הצליח,2,1,0,train
14Decb3,14-Dec,b,NITE,3,זנח:ננטש,אם אדם זנח אדם שני אז האדם השני ננטש,הוגיע:הותש,אם אדם הוגיע אדם שני אז האדם השני הותש,איחה:נקרע,איחה היא פעולה שמישהו עושה למשהו שנקרע,האיר:הועם,אם מישהו הועם זה אומר שמישהו לא האיר אותו (אלא ההפך),החליק:נפל,אם מישהו החליק ייתכן שהוא גם נפל כתוצאה מכך,1,0,0,train
SP19b5,SP19,b,NITE,5,הלחיץ:הזיע ,הלחיץ הוא מי שגרם לאדם אחר להילחץ וכתוצאה מכך הוא הזיע (ההזעה היא תוצר לוואי של הלחץ),הסתנוור:מצמץ,מי שהסתנוור מצמץ בעצמו,הצחיק:צחק,מישהו הצחיק אותו ולכן הוא צחק,שעמם:פיהק,שעמם הוא מי שגרם לאדם אחר להשתעמם וכתוצאה מכך הוא פיהק (הפיהוק הוא תוצר לוואי של השיעמום),הרגיז:כעס,מישהו הרגיז אותו ולכן הוא כעס,3,0,0,train
16Sepb6,16-Sep,b,NITE,6,התגרה:הבליג,מי שהתגרה ציפה לתגובה ומי שהבליג הוא מי שלא הגיב,התעקש:ויתר,מי שויתר נכנע למי שהתעקש,העליב:סלח,מי שסלח החליט למחול למי שהעליב אותו,האשים:הודה,מי שהודה במשהו למעשה אמר שמי שהאשים אותו צדק,הפציר:מיאן,מי שהפציר ציפה להיענות ומי שמיאן סירב כלומר לא נענה,4,0,0,train
17Sepa1,17-Sep,a,NITE,1,הבנת?:הבין,"כששואלים מישהו: ""הבנת?"" רוצים לדעת האם הוא הבין דבר מה",הקשבת?:האזין,"כששואלים מישהו: ""הקשבת?"" רוצים לדעת אם הוא האזין לדבר מה",ראית?:הראה,"כשמישהו שואל: ""ראית?"" ייתכן שהוא בעצמו הראה דבר מה",שברת?:נשבר,"כששואלים מישהו: ""שברת?"" רוצים לדעת אם באשמתו דבר מה נשבר",מצאת?:חיפש,"אם שואלים מישהו: ""מצאת?"" ייתכן שהוא חיפש דבר מה",1,0,0,train
FA18b4,FA18,b,NITE,4,גילח למשעי: גילח,גילח למשעי זה גילח עד שלא נותר מה לגלח,מיצה:ניצֵל,מיצה זה ניצל עד שלא נותר מה לנצל,פקע:מָתח  ,משהו פקע לאחר שמישהו מתח אותו יותר מדי,רפרף:קרא,רפרף זה קרא בלי להתעמק,הדביק:רדף,מישהו הדביק אדם אחר לאחר שרדף אחריו,2,1,1,train
SP21b5,SP21,b,NITE,5,דחף:אימפולסיבי,אימפולסיבי הוא מי שפועל מתוך דחף,ספק:סקפטי,סקפטי הוא מי שמטיל ספק בדברים רבים,מציאות:ראלי,ראלי הוא דבר מה שקשור למציאות,הגיון:רציונלי,רציונלי הוא מי שפועל מתוך היגיון,מסתורין:אניגמטי,אניגמטי הוא מי שפועל באופן מלא מסתורין,3,0,0,train
WIN22a5,WIN22,a,NITE,5,עקב אכילס:חולשה,עקב אכילס הוא ביטוי שמשמעותו נקודת חולשה,בבת העין:חשיבות,בבת העין הוא ביטוי שמשמעותו דבר בעל חשיבות גבוהה,קו פרשת המים:מפנה,קו פרשת המים הוא ביטוי שמשמעותו נקודת מפנה,נקודת מבט:מראה,נקודת מבט הוא ביטוי שמשמעותו הכיוון שממנו מסתכלים על בעיה למשל מרהא זה מה שהעין רואה,חלק הארי:כמות,חלק הארי הוא ביטוי שמתאר כמות גדולה,1,1,1,train
16Decb3,16-Dec,b,NITE,3,להתוודע:לחיצת יד,לחיצת יד היא דבר שנהוג לעשות כאשר רוצים להתוודע למישהו,לחגוג:הרמת כוסית,הרמת כוסית היא דבר שנהוג לעשות כאשר רוצים לחגוג משהו,להתרגש:הענקת פרס,הענקת פרס למישהו עשויה לגרום לו להתרגש,להפתיע:הרמת גבה,הרמת גבה היא דבר שאדם עושה כשמשהו הצליח להפתיע אותו,להכניע:הרכנת ראש,הרכנת ראש היא מה שאדם עושה אם אדם אחר הצליח להכניע אותו,1,0,1,train
15Deca3,15-Dec,a,NITE,3,הבהוב:אור,הבהוב הוא הופעה לסירוגין של אור,פטפוט:שיחה,פטפוט הוא שיחה על דברים בטלים,זמזום:קול,זמזום הוא השמעת קול מתמשך,טפטוף:מים,טפטוף הוא הופעה לסירוגין של מים,הנהון:ראש,הנהון הוא הנעה של הראש מעלה ומטה,3,0,0,train
17Feba4,17-Feb,a,NITE,4,לחם:כיכר,כיכר (לחם) הינה חתיכה שלמה של לחם,תפוז:פלח,פלח הינו חתיכת פרי ובין השאר חתיכת תפוז,מיץ:כוס,כוס משמשת לשתיית נוזלים וביניהם מיץ,ענב:אשכול,אשכול הינו קבוצת ענבים המחוברים זה לזה,שוקולד:טבלה,טבלה (טבלת שוקולד) הינה חתיכה שלמה של שוקולד,4,0,0,train
WIN20b1,WIN20,b,NITE,1,מחשבון:חישוב,מחשבון הוא מכשיר שבעזרתו ניתן לבצע בקלות חישוב,נקודה:פיסוק,נקודה היא אחד מסימני הפיסוק,מחבת:אכילה,מחבת היא כלי שמאפשר להכין דבר מה למטרת אכילה,מנוף:הרמה,מנוף הוא מכשיר שבעזרתו ניתן לבצע בקלות הרמה,בגד:לבישה,כיסוי הגוף בבגד הוא לבישה,3,0,0,train
16Aprb2,16-Apr,b,NITE,2,עתיקות:אתר ארכאולוגי,באתר ארכיאולוגי מחפשים עתיקות,זהב:מטיל זהב,מטיל זהב עשוי מזהב,יין:מרתף יין,במרתף יין מאכסנים יין,קמח:טחנת קמח,בטחנת קמח מפיקים קמח,נפט:באר נפט,בבאר נפט מחפשים נפט,4,0,0,train
WIN19a5,WIN19,a,NITE,5,זרדים:לקושש,לקושש זה לאסוף זרדים,אנשים:לגייס,לגייס זה לאסוף אנשים,שיער:לסרק,מי שצריך לסרק שיער צריך להעביר בו מסרק על מנת שיהיה מסודר,בעיות:לפתור,מי שצריך לפתור בעיות צריך למצוא להן פתרון,סוכר:לבזוק,לבזוק זה לפזר סוכר על מאכל כלשהו,1,0,0,train
15Decb4,15-Dec,b,NITE,4,עולל:טף,טף הוא מכלול העוללים,כף:כפית,כפית היא כף קטנה,דג:דגה,דגה היא מכלול הדגים,צעד:צעדה,צעדה מחייבת צעדים רבים,ים:ימה,ים וימה הם מקורות מים גדולים,2,0,0,train
SP22b1,SP22,b,NITE,1,גירד:ציפורן,גירד פירושו העביר את הציפורן שלו על גבי משטח,מצמץ:עין,מצמץ פירושו סגר את העין,סטר:לחי,סטר פירושו נתן מכה ללחי של אדם אחר,ליקק:לשון,ליקק פירושו העביר את הלשון שלו על גבי משטח,ענד:תנוך,ענד פירושו שם תכשיט על האוזן,3,0,0,train
16Julb6,16-Jul,b,NITE,6,בן-אלמוות:מת,בן-אלמוות הוא מי שלא יכול להיות מת,מט לנפול:רעוע,מט לנפול הוא דבר רעוע,בן-תשחורת:מבוגר,בן תשחורת (צעיר) הוא ההפך ממבוגר,בר-חלוף:קיים,בר-חלוף עשוי להיות יום אחד לא קיים,חסר תקנה:מתוקן,חסר תקנה הוא דבר מה שלא יכול להיות מתוקן,4,0,1,train
WIN19b3,WIN19,b,NITE,3,מתפכח:מבוסם,מתפכח הוא מי שמפסיק להיות מבוסם,מתפלג:מאוחד,מתפלג הוא מי שמפסיק להיות מאוחד,מתעכב:מגיע,מתעכב הוא מי שמגיע למקום מסוים מאוחר מהצפוי,משתתק:מהסה,משתתק הוא מי שמפסיק לדבר מהסה הוא מי שגורם לאדם אחר להפסיק לדבר,מתרושש:עני,מתרושש הוא מי שהופך לעני,1,0,0,train
17Sepa6,17-Sep,a,NITE,6,מזקקה:מסבאה,במזקקה מייצרים דבר מה שלאחר מכן ניתן ליהנות ממנו במסבאה,מתפרה:מכבסה,במתפרה מייצרים את הבגדים שאותם מנקים במכבסה,סטודיו:גלריה,בסטודיו מייצרים דבר מה שלאחר מכן ניתן ליהנות ממנו בגלריה,מזנון:מסעדה,גם במזנון וגם במסעדה ניתן להשיג אוכל,רפת:מחלבה,ברפת מגדלים את הפרות ובמחלבה חולבים אותן,2,0,0,train
WIN22a3,WIN22,a,NITE,3,לטוות:לתפור,לטוות זה ליצור חוטים בהם משתמשים כדי לתפור,להשקות:לרוות,להשקות מישהו בנוזל יגרום לו לרוות,לדובב:לשתוק,לדובב זה לגרום למישהו להפסיק לשתוק,לסתת:לבנות,לסתת זה לעבד אבנים שבהן משתמשים כדי לבנות,לבקש:למאן,לבקש היא פנייה למישהו כדי שיבצע משהו למאן זה לסרב לפנייה,3,1,0,train
16Sepb4,16-Sep,b,NITE,4,תסמין:תסמונת,תסמין הוא ביטוי אחד של תסמונת כלשהי,מים:ים,מים הם הנוזל שממנו עשוי הים,מוצג:תערוכה,מוצג הוא ביטוי אחד של תערוכה כלשהי,ראש ממשלה:ממשלה,ראש ממשלה הוא מי שנבחר לעמוד בראשות הממשלה,מנצח:תזמורת,מנצח הוא מי שמנהל את התזמורת,2,0,0,train
SP21b2,SP21,b,NITE,2,השביע:נשבע,נשבע הוא מי שאדם אחר השביע אותו,הפציר:שכנע,שכנע הוא מי שהשפיע על אחר לעשות דבר מה הפציר הוא מי שביקש שוב ושוב מאדם אחר לעשות דבר מה,הקשיב:שמע,שמע הוא מי שהקשיב לדבר מה שאדם אחר אמר לו,דובב:שתק,שתק הוא מי שאדם אחר לא דובב אותו (גרם לו לדבר),הדיח:עזב,עזב הוא מי שאדם אחר הדיח אותו,4,0,0,train
14Feba4,14-Feb,a,NITE,4,חותה:גחלים,חותה הוא מי שמזיז (או מפנה) גחלים,מדשן:צמחים,מדשן הוא מי שמזין צמחים,מייבש:בִּּצות,מייבש מבצע את פעולת הייבוש על ביצות הוא אינו מזיז או מפנה ביצות,משלם:מטבעות,מי שמשלם יכול להשתמש במטבעות,גורף:עלים,גורף הוא מי שמזיז (או מפנה) עלים,4,0,0,train
WIN20a4,WIN20,a,NITE,4,הסתרק:סירק,הסתרק הוא מי שסירק את עצמו,התקנא:קינא,התקנא הוא מי שקינא באדם אחר,התחבק:חיבק,התחבק הוא מי שחיבק אדם אחר,התבשר:בישר,התבשר הוא מי שאדם אחר בישר לו בשורה,התהלל:הילל,התהלל הוא מי ש הילל את עצמו,4,0,0,train
15Jula5,15-Jul,a,NITE,5,גרש:גרשיים,גרשיים בנויים משתי יחידות הנקראות גרש,מצילה:מצילתיים,מצילתיים בנויים משתי יחידות הנקראות מצילה,ציפורן:ציפורניים,ריבוי של ציפורן אחת נקרא ציפורניים אך לא מדובר בהכרח בשתי יחידות של ציפורן,משקפת:משקפיים,משקפת משמשת לתפקיד דומה כמו משקפיים (לצורך ראייה) אך לטווח רחוק יותר,כתפייה:כתפיים,כתפיה היא חלק מבגד המונח על הכתפיים,1,0,0,train
WIN20a2,WIN20,a,NITE,2,להעליב:להיעלב,להעליב פירושו לגרום למישהו להיעלב,לצחוק:לשמוח,לצחוק פירושו לעשות קולות צחוק בדרך כלל כתוצאה מפעולה שגורמת לאדם לשמוח,למוטט:לקרוס,למוטט פירושו לגרום למשהו לקרוס,לטשטש:להסתיר,לטשטש פירושו להפוך דבר מה ללא ברור במטרה להסתיר אותו,לגהץ:להחליק,לגהץ פירושו ליישר ולהחליק בד בעזרת מגהץ חם,2,0,0,train
17Deca6,17-Dec,a,NITE,6,לכייל:למדוד,מוטב לכייל (לכוון מכשיר מדידה כך שמדידותיו יהיו מדויקות יותר) דבר מה לפני שמתחילים למדוד באמצעותו,לשפשף:ללטש,כדי ללטש דבר מה יש לשפשף אותו,להשחיז:לחתוך,מוטב להשחיז (להפוך כלי חיתוך חד יותר) דבר מה לפני שמתחילים לחתוך באמצעותו,לרתך:לחבר,לרתך פירושו לחבר בין חלקי מתכת על ידי חימום,לכתוב:לשכתב,לשכתב פירושו לכתוב מחדש,2,0,0,train
SP21a6,SP21,a,NITE,6,מחבוא:הסתתר,מחבוא הוא מקום שבו אדם הסתתר,מקפצה:קפץ,מקפצה היא מתקן גבוה שממנו אדם קפץ,מרבץ:רבץ,מרבץ הוא מקום שבו אדם רבץ,ממלכה:מלך,ממלכה היא אזור שעליו אדם מלך.,משתה:שתה,משתה הוא סעודה חגיגית רבת משתתפים שבה אדם אכל ושתה,2,0,0,train
17Sepa2,17-Sep,a,NITE,2,דיבר:צעק,מי שדיבר בעוצמה צעק,חימם:התיך,מי שחימם דבר מה בחום גבוה מספיק התיך אותו,נגע:לחץ,מי שנגע בעוצמה לחץ,תר:מצא,מי שתר אחרי דבר מה ייתכן שלבסוךף מצא אותו,גזם:עקר,מי שגזם חתך ענפים של עץ או צמח ומי שעקר הוציא עץ או צמח מהשורש,2,1,0,train
16Febb3,16-Feb,b,NITE,3,נקרש:נוזל,נקרש הוא מה שהיה נוזל והפך למוצק,הזדקף:כפוף,הזדקף הוא מי שהיה כפוף והפך לזקוף,הוכחש:נכון,הוכחש הוא מה שנטען לגביו שהוא אינו נכון,הקל:כבד,הקל זה הפך דבר מה לפחות כבד,נסק:גבוה,נסק זה התרומם כלפי מעלה כלומר עלה גבוה,1,1,0,train
SP21b3,SP21,b,NITE,3,פיר:מעלית,פיר הוא החלל שדרכו המעלית נעה ממקום למקום,צינור:מים,צינור הוא החלל שדרכו המים זורמים ממקום למקום,צינור:גומי,צינור יכול להיות עשוי מגומי,צינור:ברז,יש לחבר צינור לברז על מנת להזרים בתוכו מים,צינור:גינה,בעזרת צינור ניתן להשקות את הגינה,1,0,0,train
15Apra1,15-Apr,a,NITE,1,רווק:חתונה,הרווק מפסיק להיות כזה לאחר חתונה,אלמוני:פרסום,אלמוני מפסיק להיות כזה לאחר פרסום,רעוע:קריסה,משהו רעוע הוא מועד לקריסה,צנוע:התנשאות,מישהו צנוע הוא מי שהתנשאות אינה מאפיינת אותו,דחוף:דחייה,משהו דחוף הוא משהו שלא סובל דחייה,1,0,0,train
WIN22a4,WIN22,a,NITE,4,דלק:תחנת דלק,תחנת דלק היא מקום שאפשר לקנות בו דלק,חשמל:תחנת כוח,תחנת כוח היא מקום שמייצר חשמל,ביצים:לול,לול הוא מקום שיש בו תרנגולות שמטילות ביצים,ספרים:ספרייה,ספרייה היא מקום שאפשר להשאיל ממנו ספרים,כרטיסים:קופה,קופה היא מקום שאפשר לקנות בו כרטיסים,4,0,1,train
FA20a5,FA20,a,NITE,5,חתך:פרס,פרס פירושו חתך דבר מה לפרוסות,עיקם:קימר,קימר פירושו עיקם דבר מה לצורת קשת,נקש:הלם,הלם פירושו נקש בחוזקה,מסק:בצר,בצר הוא מי שקטף ענבים ומסק הוא מי שקטף זיתים,הצית:ליבה,ליבה הוא מי שהגביר את עוצמת האש שמישהו הצית,1,0,0,train
WIN18a2,WIN18,a,NITE,2,לחם:קמח,לחם הוא מאכל העשוי מקמח,קרח:מים,קרח הוא מצב הצבירה המוצק של מים שקפאו והפכו מנוזל למוצק,שוקולד:קקאו,שוקולד הוא מאכל העשוי מקקאו,לביבה:שמן,לביבה הוא מאכל שמטגנים בשמן,ביצה:חלמון,חלמון הוא החלק הצהוב שבתוך הביצה,2,0,0,train
15Apra2,15-Apr,a,NITE,2,הפתיע:הופתע.,אם מישהו הפתיע משמעות הדבר כי מישהו אחר הופתע,פיטר:התפטר,אם מישהו פיטר משמעות הדבר היא כי הוא מישהו אחר פוטר ולא התפטר (שמשמעו - פיטר את עצמו),ציווה:הצטווה,אם מישהו ציווה משמעות הדבר היא כי מישהו אחר הצטווה,סלח:התנצל,אם מישהו סלח ייתכן שהוא קיבל את התנצלותו של מישהו אחר שהתנצל,ניבא:התנבא,אם מישהו ניבא או התנבא משמעות הדבר כי הוא חזה דבר מראש,2,0,0,train
